
Tiburón oceánico,41,appearance,"La característica más peculiar de C. longimanus son sus largas aletas pectorales como alas, y su larga aleta dorsal. Las aletas son significativamente más largas que en las otras especies de tiburón, y son llamativamente redondeadas. La nariz del tiburón es redondeada y sus ojos circulares con membranas nictitantes C. longimanus, sin embargo, tiene un cuerpo más bien aplastado, lo que le da un cierto aspecto jorobado. Su dorso puede ser de color bronce, café, azulado o gris (el color varía según la región), y ventralmente blanco (sin embargo pueden tener un tinte amarillento). El máximo tamaño de un oceánico es de 4 m, pero usualmente no exceden los 3 m. Su peso máximo es de 170 kg. La hembra es más grande que el macho (sin embargo esto es solo por 10 cm con machos en 1.8 m y hembras en 1.9 m.   La mayor parte de sus aletas (dorsal, pectoral, pélvica, y caudal) tienen puntas blancas (los especímenes juveniles y algunos de los adultos carecen de esta característica). Además de las puntas blancas, las aletas pueden ser moteadas y en los especímenes juveniles pueden tener marcas negras. Una marca en forma de silla de montar puede ser aparente entre la primera y segunda aleta dorsal.  El tiburón tiene muchas clases de dientes. Los de la mandíbula inferior pueden tener una punta fina aserrada y son relativamente pequeños y triangulares (algunos parecen colmillos). Hay entre 13 y 15 dientes a cada lado de la sínfisis. Los dientes en la mandíbula superior son triangulares, pero más largos y anchos, siendo completamente aserrados (hay 14 o 15 a cada lado de la sínfisis).  Los dentículos son aplanadamente falsos y tiene entre 5-7 crestas. "
Tiburón oceánico,41,mating,"La estación de apareamiento es a principios del verano en todo el noroeste del océano Atlántico y en el sudoeste del océano Índico. Sin embargo, hembras capturadas en el Pacífico han sido encontradas con embriones en su útero en otras épocas del año, sugiriendo una época de apareamiento más larga en esta zona de la Tierra. El tiburón es vivíparo (los embriones se desarrollan in utero y son alimentados por la placenta). El período de gestación es de un año. Las camadas van de 1 a 15 recién nacidos con una longitud de 60 cm. La madurez sexual se obtiene los 1,75 m de longitud para los machos y a los 2 m para las hembras."
Sabalote,44,habbit,"Son peces fundamentalmente marinos de entre 1 m y 30 m de profundidad, aunque suelen poblar los estuarios e incluso remontar los ríos. Los adultos se agrupan en bancos cerca de la costa o alrededor de las islas con arrecifes muy desarrollados Se alimenta de algas e invertebrados bentónicos.  Las larvas comen zooplancton mientras que los juveniles se alimentan de cianobacterias, larvas y pequeños invertebrados. "
Sabalote,44,appearance,"Suelen alcanzar poco más de un metro de longitud, aunque se ha descrito una captura de hasta 180 cm. Tienen el cuerpo fusiforme y comprimido de poco más de 1 m de longitud máxima, con escamas cicloideas; con la boca en posición terminal pequeña y sin dientes, con la mandíbula inferior no protusible; tienen vejiga natatoria."
Sabalote,44,mating,"Los huevos y los alevines son pelágicos marinos durante dos o tres semanas, tras lo cual los juveniles emigran a refugiarse en manglares y estuarios de ríos, ocasionalmente penetran a aguas dulces; tras una etapa de crecimiento, los subadultos retornan al mar, donde maduran sexualmente, teniendo lugar la reproducción exclusivamente en agua salada."
Tetra neón,80,habbit,"Sociable y muy pacífico, ideal para cualquier acuario comunitario Estos peces deben vivir en grupos de al menos 12 individuos, ya que poseen un orden jerárquico como todo pez de cardumen. En este caso, el o los ejemplares dominantes, van en el centro, mientras que los que protegen al líder nadan en la parte exterior. Si solo existen 4 o 5 tetras en el acuario, los dominantes se pondrán agresivos con los demás integrantes del cardumen al sentirse desprotegidos, lo que los mantendrá en permanentemente estrés."
Tetra neón,80,appearance,"Cuerpo de forma ahusada, aletas transparentes, con la aleta anal un tanto más larga y fina que la dorsal. Posee una pequeña aleta adiposa detrás de la dorsal que lo ayuda a estabilizar la natación. Su característica principal es una franja azul fosforescente que recorre su cuerpo desde el morro hasta la aleta adiposa. La parte inferior es de un rojo luminoso que se extiende desde la parte anterior hasta la mitad de su cuerpo en el Tetra neón, a diferencia del Tetra cardenal, que llega desde el morro hasta el pedúnculo de la aleta caudal. Es fundamental tener en cuenta algunas cuestiones relacionadas con las características físico - químicas del agua antes de introducir Tetras en nuestro acuario, debido a que esta especie es más bien exigente con las mismas. Recipiente de al menos 80 / 100 litros, con poca iluminación, o bien oscurecido con abundantes plantas flotantes, ya que como se dijo antes, en la Naturaleza, viven en aguas oscuras. Otro factor fundamental, es que el nivel de acidez del agua ronde un pH de 5.5 o 6.0 como máximo, ya que de lo contrario serán susceptibles a enfermedades. Lo ideal será acidificar con turba. Agua blanda, con una dureza no mayor a 7 dGH. (dureza ideal: 1 o 2 dGH ). Si la misma es excesiva, en este pez se manifiesta una enfermedad llamada calcionefrosis es decir una disminución o paralización de la función renal por las sales de calcio. Cuando esto ocurre, el pez muere irremediablemente a los pocos días de presentar los primeros síntomas. En su hábitat natural la presencia de calcio es prácticamente imperceptible, y la de sodio, nula. La temperatura deberá oscilar entre los 20 °C y 25 °C. No es conveniente mantenerlos a temperaturas menores, ya que se alterará su conducta normal, tornándose más pasivos y hasta inapetentes. Es de vital importancia ofrecerles un ambiente óptimo para su desarrollo y vida en el medio artificial que le hemos creado. Si los factores antes mencionados no se respetan, su equilibrio biológico se ve afectado y las enfermedades oportunistas harán lo suyo. Esta especie es particularmente sensible a un protozoo llamado Plistophora hyphessobryconis. La franja de color del pez tiende a desaparecer, sufren de escoliosis, lo cual los obliga a nadar cabeza abajo constantemente, sin poder alimentarse, enflaqueciendo rápidamente y muriendo en pocos días. El mejor tratamiento para esta enfermedad parece ser: cada 30 litros de agua la administración de 500 mg. de Metronidazol, asociado a Azul de Metileno a razón de 3 gotas cada 5 litros durante una semana. Bajar el pH a 5.0 Esta enfermedad suele ser contagiosa, por lo que habrá que tratar a todos los inquilinos del recipiente. Previamente, se habrán de retirar los ejemplares visiblemente afectados y ponerlos en cuarentena en el acuario hospital. Desinfectar bien no solo el acuario original sino también todos los elementos del mismo. Se recomienda grava oscura, no solo para imitar el sustrato natural del lecho de los ríos de donde son originarios, sino también porque esto último resalta visiblemente el bello colorido natural de estos peces."
Tetra neón,80,mating,"Obtener cría de tetra en cautiverio es bastante complicado aunque no imposible. De hecho, como se detalla al principio de esta página, los Tetra Cardenal que se venden en comercios del ramo son provenientes de capturas en su hábitat natural, ya que la reproducción del mismo se complica demasiado como para que sea comercialmente viable. Muy distinta es la reproducción del Tetra Neón, ya que con un poco de paciencia y el suficiente conocimiento del tema, podremos tener la satisfacción de llevarla a término con éxito. Sin embargo, habrá que tener en cuenta todos (y no solo algunos) de los factores que se detallarán a continuación para lograrlo:"
Caballa del atlántico,97,habbit,"La caballa es un pez gregario que emprende largas migraciones. En primavera, vuelve a aguas más cálidas. Una vez realizada la freza (puesta), los grandes bancos de caballa se dividen en pequeños grupos y salen en busca de comida. En tiempos invernales la caballa permanece a unos 170 m de profundidad y no se alimentan. Cuando se acerca el buen tiempo, suelen agruparse en bancos muy numerosos y subir a la superficie."
Caballa del atlántico,97,appearance,"La caballa tiene un cuerpo muy delgado con dos aletas dorsales separadas, con unas aletas pectorales cortas, y una aleta anal seguida de siete aletillas. Su coloración es azul oscura, con la panza blanca. Mide entre 25 y 45 cm de longitud y puede alcanzar 4,5 kg de peso. Es característico de la caballa su dorso de color verde brillante con bandas negras ondulantes que se prolongan hasta la mitad del costado del animal. El vientre y la mitad del flanco son de color blanco plateado. La aleta caudal tiene normalmente forma de hoz.  Se han dado casos de caballas con una longitud de 60 cm."
Caballa del atlántico,97,mating,La época de puesta va de mayo a julio para las caballas del Atlántico y entre marzo y abril para las caballas del Mediterráneo.
Cañabota gris,114,habbit,"No es una especie peligrosa para el ser humano, y los escasos ataques registrados a humanos han sido tras provocarlo previamente. Su carne se comercializa fresca o congelada para consumo -aunque se considera semitóxica por sus fuertes efectos laxantes- y también para producción de aceite y alimentación de peces."
Cañabota gris,114,appearance,"Sus seis aperturas branquiales a cada lado de la cabeza, más próximas entre sí en la zona ventral, indican que en efecto se trata de un escualo muy primitivo, pues las especies de tiburones más evolucionados presentan cinco aperturas branquiales. La cañabota llega a medir hasta 4,8 m de longitud y pesar más de 1000 kg -el mayor ejemplar capturado rondó los 1000 kg en las costas de Alicante-. Tiene un cuerpo robusto y la cabeza ancha y aplanada con el rostro corto y redondeado.  La boca, ventral y redondeada, tiene los dientes de la mandíbula superior en una fila, y los de la mandíbula inferior, en 6 filas, con forma de peine. Sus ojos son grandes, elípticos y verdosos, fluorescentes en vida y sin membrana nictitante, anteriores a la boca. Tiene una aleta dorsal atrasada, próxima a la caudal. Su color es pardo grisáceo o verdoso, con vientre más pálido y aletas oscuras, lo que le permite mimetizarse en las oscuras aguas de las profundidades."
Cañabota gris,114,mating,"Se alimenta de peces, crustáceos, otros tiburones, y también puede presentar hábitos carroñeros. Las hembras son fértiles al llegar a los 4,5 m y los machos a los 3,6 m. La época de reproducción es entre octubre y mayo. Es un tiburón ovovivíparo, pudiendo tener de 20 a 100 embriones entre los que se produce canibalismo intrauterino. Los recién nacidos miden unos 70 cm."
Manta,138,habbit,"Es una especie pelágica o semipelágica que puede formar grupos de reducido tamaño. En ocasiones es posible observarlas saltando fuera del agua, produciendo un gran estampido al volver a ella."
Manta,138,appearance,"Tiene el cuerpo romboidal, más ancho que largo, con las aletas pectorales largas y puntiagudas. La cabeza es ancha, con los ojos y espiráculos a los lados, presentando dos prolongaciones formadas por las aletas de la cabeza, las cuales se extienden hacia delante y muestran gran movilidad. La cola es fina y alargada, generalmente de mayor tamaño en los ejemplares jóvenes. La coloración dorsal es de color negro azulado o pardo oscuro, mientras que la zona ventral es blanca. Es de mayor tamaño que Mobula hypostoma, siendo su envergadura máxima registrada de 520 cm."
Manta,138,mating,"Es una especie ovovivípara. La hembra pare de uno a dos alevines, los cuales tienen, al nacer, sus aletas pectorales enrolladas alrededor del cuerpo."
Ídolo moro,140,habbit,"Es un habitante muy común de los arrecifes de coral, donde se alimenta principalmente de esponjas, aunque también de pequeños invertebrados bentónicos sésiles, como ascidias y briozoos. Habita las lagunas interiores turbias, así como en los arrecifes exteriores rocosos y coralinos de aguas claras.   Generalmente se encuentra en pequeños grupos de dos o tres individuos.  Los adultos suelen estar aislados, en pares o a veces se han visto formado grandes bancos de más de 100 individuos.  Su rango de profundidad está entre 3 y 182 m. "
Ídolo moro,140,appearance,"Tiene el cuerpo en forma de disco, muy comprimido lateralmente, mandíbula tubular con una pequeña boca conteniendo numerosos dientes largos. Lo más característico de su morfología es que las espinas de la aleta dorsal están alargadas en un filamento similar a un látigo. Delante de los ojos tiene unas protuberancias córneas, que dieron el nombre latino a la especie: cornutus, o cornudo. La coloración base de cabeza y cuerpo es blanca, con 3 franjas verticales negras, la primera y más ancha va desde el nacimiento de la aleta dorsal hasta las aletas pélvicas, la segunda nace en la parte posterior de la dorsal y cubre la parte posterior de la aleta anal, y la tercera cubre la aleta caudal. Tiene una mancha amarilla horizontal en el nacimiento del hocico, y otra, también amarilla, recubre la mayor parte del cuerpo. Esta especie es muy similar en apariencia a las especies Heniochus acuminatus y Heniochus diphreutes, provocando frecuentes errores de identificación. Las diferencias más fácilmente apreciables son: la ausencia de la mancha amarilla de la parte posterior del cuerpo del Ídolo moro en las especies del género Heniochus; el hocico más estrecho y largo del Z. cornutus, que además tiene una mancha amarilla, bordeada en negro, en su unión con la cabeza, que los Heniochus no tienen; o que los ojos del Ídolo moro están cubiertos por la franja vertical negra, y en los Heniochus no, siendo claramente visibles. Tiene de 6 a 7 espinas dorsales, de 39 a 43 radios blandos dorsales, 3 espinas anales y de 31 a 37 radios blandos anales.   Puede alcanzar una talla máxima de 23 cm,  aunque su tamaño normal de adulto es de 21 cm,  y otras fuentes indican que alcanza los 30 cm. "
Ídolo moro,140,mating,"Desovadores pelágicos, tienen una etapa larval muy larga, mutando a juveniles cuando alcanzan un tamaño de 7,5 cm. Esta larga duración de las larvas es la responsable de su amplia distribución geográfica, y de que su fuerte coloración no muestre variaciones regionales."
Pez de limón,168,habbit,Es de hábitos pelágicos o epibentónicos. Puede nadar en solitario o también formar grupos.
Pez de limón,168,appearance,"Tiene el cuerpo aplanado lateralmente y alargado. Los ojos son pequeños y el hocico redondeado y largo, con la mandíbula inferior un poco prominente y la boca ancha. Su coloración es azulada por el dorso y blanca plateada en la zona ventral. Algunos ejemplares pueden presentar una línea difusa de color amarillo a lo largo de los flancos. La línea lateral se encuentra levemente arqueada en su parte anterior, no muestra placas óseas y presenta de 150 a 180 escamas de pequeño tamaño a lo largo de la misma. Tiene dos aletas dorsales y la aleta anal se encuentra precedida de dos espinas. Los alevines tienen líneas transversales de color oscuro sobre un fondo amarillento.  Alcanza una longitud máxima de 160 cm y un peso de 60 kg. "
Pez de limón,168,mating,"Los machos alcanzan la madurez sexual a los cuatro años y las hembras a los cinco. El periodo del desove tiene lugar en primavera y verano, dependiendo de la zona de distribución."
Tiburón de arrecife de punta blanca,187,habbit,"El tiburón de arrecife de punta blanca es una de las tres especies de tiburones más comunes en los arrecifes del Indo-pacífico, junto con el tiburón de arrecife de punta negra (Carcharhinus melanopterus) y el tiburón de arrecife gris (Carcharhinus amblyrhynchos). El hábitat de estas tres especies coincide en parte, aunque los tiburones de punta blanca prefieren aguas más profundas que los de punta negra y no se encuentran en los extremos exteriores del arrecife con tanta frecuencia como los tiburones grises. El tiburón de punta blanca se desplaza con una ondulación pronunciada de su cuerpo y, a diferencia de otros tiburones réquiem, puede yacer inmóvil en fondo marino mientras bombea agua a través de las branquias para poder respirar. Su fase de mayor actividad es durante la noche o durante las mareas muertas y pasa mucho tiempo descansando en el interior de cuevas en solitario o en pequeños grupos, alineados en paralelo o apilados verticalmente. En la costa de Hawái, los tiburones se refugian en túneles de lava sumergidos, mientras que en Costa Rica es frecuente verlos descansando en fondos arenosos en mar abierto. Los tiburones de punta blanca generalmente permanecen en una área muy localizada, raramente desplazándose a zonas lejanas para encontrar un nuevo refugio. En un estudio realizado en el atolón Johnston se observó que, en un período de hasta un año, ninguno de los tiburones examinados se había desplazado a más de 3 km del lugar donde fueron capturados por vez primera.  En otro estudio en al atolón Rangiroa, en la Polinesia francesa se descubrió que, tras tres años, un 40% de los tiburones marcados seguían habitando el mismo arrecife donde habían sido capturados. Un individuo puede retirarse a la misma cueva para descansar durante meses o años. El territorio diurno de un tiburón de esta especie se limita a unos 0.5 km²; por la noche, cuando son más activos, el área se extiende a 1 km².  Estos tiburones no son territoriales y comparten su hogar con otros miembros de su especie; no efectúan exhibiciones de amenaza.   Entre los depredadores del tiburón de arrecife de punta blanca se incluyen el tiburón tigre (Galeocerdo cuvier), el tiburón de las Galápagos (Carcharhinus galapagensis) y posiblemente también el tiburón de puntas plateadas (también conocido como tiburón de puntas blancas) (Carcharhinus albimarginatus), aunque estos suelen habitar a mayor profundidad que los tiburones de punta blanca. En una ocasión se encontró un tiburón de arrecife de punta blanca de 80 cm en el estómago de un mero gigante (Epinephelus lanceolatus), aunque normalmente estos meros no son depredadores importantes de esta especies, debido a su poca abundancia.  El tiburón de arracife de punta blanca es huésped de varios parásitos, entre los que se conocen el copépodo Paralebion elongatus y la larva del isópodo Gnathia grandilaris.    Mientras los tiburones descansan durante el día, se ha observado al lábrido Bodianus diplotaenia y al Elacatinus puncticulatus limpiándolo. Se conoce también un caso raro de siete tiburones de arrecife adoptando la postura de limpieza (boca y branquias abiertas) en medio de un banco de anfípodos Hyperiidea (una especie no-limpiadora); se piensa que el estímulo mecánico causado por movimiento de estos anfípodos es similar al de otros organismos limpiadores, lo cual provoca este comportamiento en los tiburones.  "
Tiburón de arrecife de punta blanca,187,appearance,"Los tiburones de arrecife de punta blanca son relativamente pequeños y pocos entre ellos miden más de 1,6 m (5,2 pies). Se considera que la longitud máxima que llegan a alcanzar es de unos 2,1 m (6,9 pies), aunque esta cifra se basa en observaciones visuales y puede ser inexacta. El peso máximo registrado es de 18,3 kg (40 libras). El tiburón de arrecife tiene un cuerpo delgado y una cabeza corta y ancha. El hocico es aplanado y prominente, con largos apéndices delante de los orificios nasales enrollados en forma de tubo. Los ojos son pequeños y ovalados, con pupilas verticales; están situados bajo crestas prominentes, y suelen tener una pequeña muesca detrás. La boca tiene un pronunciado sesgo hacia abajo (confiriendo una expresión de descontento al tiburón) con surcos labiales cortos en las esquinas. La mandíbula superior cuenta con 42-50 hileras de dientes, y la inferior, 42-48. Los dientes tienen una cúspide en el centro, angosta y de bordes lisos, flanqueada por un par de cúspides de tamaño mucho menor. La primera aleta dorsal se encuentra bastante atrás en el cuerpo, más cerca de la aleta pélvica que de las aletas pectorales. La segunda aleta dorsal y la aleta anal son grandes, con una altura entre la mitad y las tres cuartas partes de la primera aleta dorsal. Las aletas pectorales son anchas y con forma triangular, y están situadas al mismo o ligeramente anterior nivel de la quinta hendidura branquial. No hay cresta entre las dos aletas dorsales. El lóbulo inferior de la aleta caudal es la mitad de largo que la parte superior, la cual tiene una muesca pronunciada cerca de la punta.  Los dentículos dérmicos son pequeños y superpuestos; suelen tener siete crestas horizontales, dando a la piel una sensación de suavidad. La piel es de color gris virando a pardo por encima y blanco por debajo, con puntos oscuros dispersos dispuestos de manera única en cada individuo. Las puntas de la primera aleta dorsal y del lóbulo superior de la aleta caudal, y en ocasiones también la segunda aleta dorsal y lóbulo inferior de la aleta caudal, son de un vivo color blanco. "
Tiburón de arrecife de punta blanca,187,mating,"Como otros miembros de su familia, el tiburón de arrecife de punta blanca es vivíparo; una vez que los embriones han consumido la yema, la envoltura de la yema forma una conexión placentar con la madre, a través de la cual se alimentan hasta el final de la gestación. Las hembras adultas cuentan con un solo ovario en el lado izquierdo y dos úteros. El ciclo reproductivo es bianual."
Tanichthys albonubes,243,habbit,Es un pez muy robusto y sociable que es muy recomendable para los principiantes en acuariofilia.
Tanichthys albonubes,243,appearance,"Come zooplancton y detritus aunque en cautividad admiten la comida en escamas.Puede mantenerse en acuarios pequeños de 50 litros en adelante, la calidad no resulta ningún problema ya que aceptan cualquier tipo de estado de agua dulce. En el acuario la temperatura debe comprenderse entre los 18 y los 27 °C"
Tanichthys albonubes,243,mating,Es fácil. El desove tiene lugar sobre plantas de hojas finas y posteriormente los huevos caerán al fondo del acuario (los padres no se comen los huevos). Durante el desove deben estar a una temperatura de 25 °C. Los alevines pueden ser alimentados con productos artificiales específicos.
